name,type,datetime,open,high,low,close,volume
Dogecoin,crypto,1647778800,35750.00,35250.00,35600.00,35650.00,4
Dogecoin,crypto,1647782400,35550.00,35600.00,35700.00,35200.00,1
Dogecoin,crypto,1647786000,35650.00,35150.00,35500.00,35550.00,2
Dogecoin,crypto,1647789600,35750.00,35600.00,35100.00,35500.00,3
Dogecoin,crypto,1647793200,35850.00,35450.00,35550.00,35050.00,1
Dogecoin,crypto,1647796800,35950.00,35550.00,35400.00,35000.00,4
Dogecoin,crypto,1647800400,36050.00,35450.00,35300.00,34950.00,2
Dogecoin,crypto,1647804000,36150.00,35400.00,35400.00,34900.00,1
Dogecoin,crypto,1647807600,36250.00,35350.00,35350.00,34850.00,3
Dogecoin,crypto,1647811200,36350.00,35300.00,35300.00,34800.00,2
Dogecoin,crypto,1647814800,36450.00,35250.00,35250.00,34750.00,1
Dogecoin,crypto,1647818400,36550.00,35200.00,35200.00,34700.00,4
Dogecoin,crypto,1647822000,36650.00,35150.00,35150.00,34650.00,1
Dogecoin,crypto,1647825600,36750.00,35100.00,35100.00,34600.00,2
Dogecoin,crypto,1647829200,36850.00,35050.00,35050.00,34550.00,3
Dogecoin,crypto,1647832800,36950.00,35000.00,35000.00,34500.00,1
Dogecoin,crypto,1647836400,34850.00,34950.00,34450.00,34800.00,4
Dogecoin,crypto,1647840000,34800.00,34900.00,34400.00,34750.00,1
Dogecoin,crypto,1647843600,34750.00,34850.00,34350.00,34700.00,3
Dogecoin,crypto,1647847200,34700.00,34800.00,34300.00,34650.00,2
Dogecoin,crypto,1647850800,34650.00,34750.00,34250.00,34600.00,1
Dogecoin,crypto,1647854400,34600.00,34700.00,34200.00,34550.00,4
Dogecoin,crypto,1647858000,34550.00,34650.00,34150.00,34500.00,2
Dogecoin,crypto,1647861600,34500.00,34600.00,34100.00,34450.00,1
Dogecoin,crypto,1647865200,34450.00,34550.00,34050.00,34400.00,3
Dogecoin,crypto,1647868800,34400.00,34500.00,34000.00,34350.00,1
Dogecoin,crypto,1647872400,34350.00,34450.00,33950.00,34300.00,4
Dogecoin,crypto,1647876000,34300.00,34400.00,33900.00,34250.00,2
Dogecoin,crypto,1647879600,34250.00,34350.00,33850.00,34200.00,1
Dogecoin,crypto,1647883200,34200.00,34300.00,33800.00,34150.00,3
Dogecoin,crypto,1647886800,34150.00,34250.00,33750.00,34100.00,1
Dogecoin,crypto,1647890400,34100.00,34200.00,33700.00,34050.00,4
Dogecoin,crypto,1647894000,34050.00,34150.00,33650.00,34000.00,1
Dogecoin,crypto,1647897600,33000.00,33100.00,33600.00,33950.00,3
Dogecoin,crypto,1647901200,33100.00,33200.00,33700.00,34000.00,2
Dogecoin,crypto,1647904800,33200.00,33300.00,33800.00,34050.00,1
Dogecoin,crypto,1647908400,33300.00,33400.00,33900.00,34100.00,4
Dogecoin,crypto,1647912000,33400.00,33500.00,34000.00,34150.00,1
Dogecoin,crypto,1647915600,33500.00,33600.00,34100.00,34200.00,3
Dogecoin,crypto,1647919200,33600.00,33700.00,34200.00,34250.00,2
Dogecoin,crypto,1647922800,33700.00,33800.00,34300.00,34300.00,1
Dogecoin,crypto,1647926400,33800.00,33900.00,34400.00,34350.00,4
Dogecoin,crypto,1647930000,33900.00,34000.00,34500.00,34400.00,2
Dogecoin,crypto,1647933600,34000.00,34100.00,34600.00,34450.00,1
Dogecoin,crypto,1647937200,34100.00,34200.00,34700.00,34500.00,3
Dogecoin,crypto,1647940800,34200.00,34300.00,34800.00,34550.00,1
Dogecoin,crypto,1647944400,34300.00,34400.00,34900.00,34600.00,4
Dogecoin,crypto,1647948000,34400.00,34500.00,35000.00,34650.00,6
Dogecoin,crypto,1647951600,33250.00,33350.00,32850.00,33200.00,1
Dogecoin,crypto,1647955200,33200.00,33300.00,32800.00,33150.00,3
Dogecoin,crypto,1647958800,33150.00,33250.00,32750.00,33100.00,1
Dogecoin,crypto,1647962400,33100.00,33200.00,32700.00,33050.00,4
Dogecoin,crypto,1647966000,33050.00,33150.00,32650.00,33000.00,1
Dogecoin,crypto,1647969600,33000.00,33100.00,32600.00,32950.00,3
Dogecoin,crypto,1647973200,32950.00,33050.00,32550.00,32900.00,2
Dogecoin,crypto,1647976800,32900.00,33000.00,32500.00,32850.00,1
Dogecoin,crypto,1647980400,32850.00,32950.00,32450.00,32800.00,4
Dogecoin,crypto,1647984000,32800.00,32900.00,32400.00,32750.00,1
Dogecoin,crypto,1647987600,33750.00,34850.00,32350.00,34700.00,3
SHPRS&P420ETF,etf,1647580800,419.80,420.75,418.90,420.50,100
SHPRS&P420ETF,etf,1647584400,420.50,421.50,419.60,421.25,90
SHPRS&P420ETF,etf,1647588000,421.25,422.10,420.20,421.75,80
SHPRS&P420ETF,etf,1647591600,421.75,422.65,420.75,422.40,70
SHPRS&P420ETF,etf,1647595200,422.40,423.30,421.40,423.05,60
SHPRS&P420ETF,etf,1647598800,423.05,423.95,422.05,423.70,50
SHPRS&P420ETF,etf,1647602400,423.70,424.60,422.70,424.35,40
SHPRS&P420ETF,etf,1647606000,424.35,425.25,423.35,425.00,30
SHPRS&P420ETF,etf,1647609600,425.00,425.90,424.00,425.65,20
SHPRS&P420ETF,etf,1647613200,425.65,426.55,424.65,426.30,10
SHPRS&P420ETF,etf,1647616800,426.30,427.20,425.30,426.95,5
SHPRS&P420ETF,etf,1647620400,426.95,427.85,425.95,427.60,15
SHPRS&P420ETF,etf,1647624000,427.60,428.50,426.60,428.25,25
SHPRS&P420ETF,etf,1647627600,428.25,429.15,427.25,428.90,35
SHPRS&P420ETF,etf,1647631200,428.90,429.80,427.90,429.55,45
SHPRS&P420ETF,etf,1647634800,429.55,430.45,428.55,430.20,55
SHPRS&P420ETF,etf,1647638400,430.20,431.10,429.20,430.85,65
SHPRS&P420ETF,etf,1647642000,430.85,431.75,429.85,431.50,75
SHPRS&P420ETF,etf,1647645600,431.50,432.40,430.50,432.15,85
SHPRS&P420ETF,etf,1647649200,432.15,433.05,431.15,432.80,95
SHPRS&P420ETF,etf,1647652800,432.80,433.70,431.80,433.45,105
SHPRS&P420ETF,etf,1647656400,433.45,434.35,432.45,434.10,115
SHPRS&P420ETF,etf,1647660000,434.10,433.20,431.20,433.75,245
SHPRS&P420ETF,etf,1647663600,433.75,432.85,430.85,433.40,255
SHPRS&P420ETF,etf,1647667200,433.40,432.50,430.50,433.05,265
SHPRS&P420ETF,etf,1647670800,433.05,432.15,430.15,432.70,275
SHPRS&P420ETF,etf,1647674400,432.70,431.80,429.80,432.35,285
SHPRS&P420ETF,etf,1647678000,432.35,431.45,429.45,432.00,295
SHPRS&P420ETF,etf,1647681600,432.00,431.10,429.10,431.65,305
SHPRS&P420ETF,etf,1647685200,431.65,430.75,428.75,431.30,315
SHPRS&P420ETF,etf,1647688800,431.30,430.40,428.40,430.95,325
SHPRS&P420ETF,etf,1647692400,430.95,430.05,428.05,430.60,335
SHPRS&P420ETF,etf,1647696000,430.60,429.70,427.70,430.25,345
SHPRS&P420ETF,etf,1647699600,430.25,429.35,427.35,429.90,355
SHPRS&P420ETF,etf,1647703200,431.00,432.00,430.00,431.50,385
SHPRS&P420ETF,etf,1647706800,431.50,432.50,430.50,432.00,395
SHPRS&P420ETF,etf,1647710400,432.00,433.00,431.00,432.50,405
SHPRS&P420ETF,etf,1647714000,432.50,433.50,431.50,433.00,415
SHPRS&P420ETF,etf,1647717600,433.00,434.00,432.00,433.50,425
SHPRS&P420ETF,etf,1647721200,433.50,434.50,432.50,434.00,435
SHPRS&P420ETF,etf,1647724800,434.00,435.00,433.00,434.50,445
SHPRS&P420ETF,etf,1647728400,434.50,435.50,433.50,435.00,455
SHPRS&P420ETF,etf,1647732000,435.00,436.00,434.00,435.50,465
SHPRS&P420ETF,etf,1647735600,435.50,436.50,434.50,436.00,475
SHPRS&P420ETF,etf,1647739200,436.00,437.00,435.00,436.50,485
SHPRS&P420ETF,etf,1647742800,436.50,437.50,435.50,437.00,495
SHPRS&P420ETF,etf,1647746400,437.00,436.00,434.00,435.50,505
SHPRS&P420ETF,etf,1647750000,435.50,434.50,432.50,434.00,515
SHPRS&P420ETF,etf,1647753600,434.00,433.00,431.00,432.50,525
SHPRS&P420ETF,etf,1647757200,432.50,431.50,429.50,431.00,535
SHPRS&P420ETF,etf,1647760800,431.00,430.00,428.00,429.50,545
SHPRS&P420ETF,etf,1647764400,429.50,428.50,426.50,428.00,555
SHPRS&P420ETF,etf,1647768000,428.00,427.00,425.00,426.50,565
SHPRS&P420ETF,etf,1647771600,426.50,425.50,423.50,425.00,575
SHPRS&P420ETF,etf,1647775200,425.00,424.00,422.00,423.50,585
SHPRS&P420ETF,etf,1647778800,423.50,422.50,420.50,422.00,595
SHPRS&P420ETF,etf,1647782400,422.00,421.00,419.00,420.50,605
SHPRS&P420ETF,etf,1647786000,420.50,419.50,417.50,419.00,615
SHPRS&P420ETF,etf,1647789600,419.00,418.00,416.00,417.50,625
SHPRS&P420ETF,etf,1647793200,417.50,416.50,414.50,416.00,635
SHPRS&P420ETF,etf,1647796800,416.00,415.00,413.00,414.50,645
SHPRS&P420ETF,etf,1647800400,414.50,415.00,413.00,414.50,655
SHPRS&P420ETF,etf,1647804000,414.50,415.00,413.00,414.50,665
SHPRS&P420ETF,etf,1647807600,414.50,415.00,413.00,414.50,675
SHPRS&P420ETF,etf,1647811200,414.50,415.00,413.00,414.50,685
SHPRS&P420ETF,etf,1647814800,414.50,415.00,413.00,414.50,695
SHPRS&P420ETF,etf,1647818400,414.50,415.00,413.00,414.50,705
SHPRS&P420ETF,etf,1647822000,414.50,415.00,413.00,414.50,715
SHPRS&P420ETF,etf,1647825600,414.50,415.00,413.00,414.50,725
SHPRS&P420ETF,etf,1647829200,414.50,415.00,413.00,414.50,735
SHPRS&P420ETF,etf,1647832800,414.50,415.00,413.00,414.50,745
SHPRS&P420ETF,etf,1647836400,414.50,415.00,413.00,414.50,755
SHPRS&P420ETF,etf,1647840000,414.50,415.00,413.00,414.50,765
SHPRS&P420ETF,etf,1647843600,414.50,415.00,413.00,414.50,775
SHPRS&P420ETF,etf,1647847200,414.50,415.00,413.00,414.50,785
SHPRS&P420ETF,etf,1647850800,414.50,415.00,413.00,414.50,795
SHPRS&P420ETF,etf,1647854400,414.50,416.00,412.00,415.50,805
SHPRS&P420ETF,etf,1647858000,415.50,417.00,413.00,416.50,815
SHPRS&P420ETF,etf,1647861600,416.50,418.00,414.00,417.50,825
SHPRS&P420ETF,etf,1647865200,417.50,419.00,415.00,418.50,835
SHPRS&P420ETF,etf,1647868800,418.50,420.00,416.00,419.50,845
SHPRS&P420ETF,etf,1647872400,419.50,421.00,417.00,420.50,855
SHPRS&P420ETF,etf,1647876000,420.50,421.00,419.00,420.00,865
SHPRS&P420ETF,etf,1647879600,420.00,420.50,418.50,419.50,875
SHPRS&P420ETF,etf,1647883200,419.50,420.00,418.00,419.00,885
SHPRS&P420ETF,etf,1647886800,419.00,419.50,417.50,418.50,895
SHPRS&P420ETF,etf,1647890400,418.50,419.00,417.00,418.00,905
SHPRS&P420ETF,etf,1647894000,418.00,418.50,416.50,417.50,915
SHPRS&P420ETF,etf,1647897600,417.50,418.00,416.00,417.00,925
SHPRS&P420ETF,etf,1647901200,417.00,417.50,415.50,416.50,935
SHPRS&P420ETF,etf,1647904800,416.50,417.00,415.00,416.75,945
SHPRS&P420ETF,etf,1647908400,416.75,417.25,415.25,417.00,955
SHPRS&P420ETF,etf,1647912000,417.00,417.50,415.50,417.25,965
SHPRS&P420ETF,etf,1647915600,417.25,417.75,415.75,417.50,975
SHPRS&P420ETF,etf,1647919200,417.50,418.00,416.00,417.75,985
SHPRS&P420ETF,etf,1647922800,417.75,418.25,416.25,418.00,995
SHPRS&P420ETF,etf,1647926400,418.00,418.50,416.50,418.25,1005
SHPRS&P420ETF,etf,1647930000,418.25,418.75,416.75,418.50,1015
SHPRS&P420ETF,etf,1647933600,418.50,419.00,417.00,418.75,1025
SHPRS&P420ETF,etf,1647937200,418.75,419.25,417.25,419.00,1035
SHPRS&P420ETF,etf,1647940800,419.00,419.50,417.50,419.25,1045
SHPRS&P420ETF,etf,1647944400,419.25,419.75,417.75,419.50,1055
SHPRS&P420ETF,etf,1647948000,419.50,420.00,418.00,419.75,1065
SHPRS&P420ETF,etf,1647951600,419.75,420.25,418.25,420.00,1075
SHPRS&P420ETF,etf,1647955200,420.00,420.50,418.50,420.25,1085
SHPRS&P420ETF,etf,1647958800,420.25,420.75,418.75,420.50,1095
SHPRS&P420ETF,etf,1647962400,420.50,421.00,419.00,420.75,1105
SHPRS&P420ETF,etf,1647966000,420.75,421.25,419.25,421.00,1115
SHPRS&P420ETF,etf,1647969600,421.00,421.50,419.50,421.25,1125
SHPRS&P420ETF,etf,1647973200,421.25,421.75,419.75,421.50,1135
SHPRS&P420ETF,etf,1647976800,421.50,421.00,419.00,421.25,1145
SHPRS&P420ETF,etf,1647980400,421.25,420.75,418.75,421.00,1155
SHPRS&P420ETF,etf,1647984000,421.00,420.50,418.50,420.75,1165
SHPRS&P420ETF,etf,1647987600,420.75,420.25,418.25,420.50,1175
